Surface Bias =   0.49361490, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000071, 785018996137560704.00000000,  55.86717667 
  0.00000072, 791917424719399936.00000000,  55.38051516 
  0.00000073, 799248306283702656.00000000,  54.87255287 
  0.00000074, 807025976319260672.00000000,  54.34372156 
  0.00000075, 815265851290378496.00000000,  53.79447070 
  0.00000076, 823984496634522496.00000000,  53.22526713 
  0.00000077, 833199701126941952.00000000,  52.63659467 
  0.00000078, 842930558210013696.00000000,  52.02895366 
  0.00000079, 853197554954671232.00000000,  51.40286056 
  0.00000080, 864022669399684608.00000000,  50.75884754 
  0.00000081, 875429477102716544.00000000,  50.09746199 
  0.00000082, 887443267836676352.00000000,  49.41926604 
  0.00000083, 900091173477559040.00000000,  48.72483615 
  0.00000084, 913402308257356544.00000000,  48.01476256 
  0.00000085, 927407922700491264.00000000,  47.28964879 
  0.00000086, 942141572726512896.00000000,  46.55011118 
  0.00000087, 957639305589260672.00000000,  45.79677828 
  0.00000088, 973939864536254464.00000000,  45.03029042 
  0.00000089, 991084914316208512.00000000,  44.25129908 
  0.00000090, 1009119289942303872.00000000,  43.46046636 
  0.00000091, 1028091271439536000.00000000,  42.65846445 
  0.00000092, 1048052887673165696.00000000,  41.84597502 
  0.00000093, 1069060252780109184.00000000,  41.02368865 
  0.00000094, 1091173939215238528.00000000,  40.19230426 
  0.00000095, 1114459391991641856.00000000,  39.35252848 
  0.00000096, 1138987389351126912.00000000,  38.50507510 
  0.00000097, 1164834555864882688.00000000,  37.65066442 
  0.00000098, 1192083934853359104.00000000,  36.79002265 
  0.00000099, 1220825628052353024.00000000,  35.92388131 
  0.00000100, 1251157511666645248.00000000,  35.05297659 
  0.00000101, 1283186039374235648.00000000,  34.17804872 
  0.00000102, 1317024431115905024.00000000,  33.29996791 
  0.00000103,   0.00000000,   0.00000000 
Surface Bias =   0.53887887, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000000,   0.00000000,   0.00000000 
  0.00000001, 1508631064366557184.00000000, 3943.09862798 
  0.00000002, 3519361874818348032.00000000, 3707.31824422 
  0.00000003, 4661861424911733760.00000000,   4.19344361 
  0.00000004, 5080235476693933056.00000000, 3226.50935954 
  0.00000005, 5103687713046411264.00000000, 783.89267481 
  0.00000006, 4947748974061015040.00000000, 3815.39970847 
  0.00000007, 4723587760795496448.00000000, 11495.93602731 
  0.00000008, 4482881680191643136.00000000, 1153.36883457 
  0.00000009, 4247894841105603072.00000000, 3251.47567058 
  0.00000010, 4027251573429709312.00000000, 1996.00083319 
  0.00000011, 3823509297340463104.00000000,  44.07620211 
  0.00000012, 3636648756859443200.00000000, 4773.77583438 
  0.00000013, 3465643010471547392.00000000, 4574.54498481 
  0.00000014, 3309145882650817536.00000000,  20.55363824 
  0.00000015, 3165783052242478592.00000000, 1743.25411495 
  0.00000016, 3034266284407070720.00000000,  96.15150745 
  0.00000017, 2913430463928182784.00000000, 4599.69547393 
  0.00000018, 2802238102267016192.00000000, 4352.10016657 
  0.00000019, 2699771124059140096.00000000,  63.52340481 
  0.00000020, 2605218547908191744.00000000, 1267.57985606 
  0.00000021, 2517863672492976640.00000000, 1695.40224102 
  0.00000022, 2437072166238872064.00000000, 428.90888352 
  0.00000023, 2362281500351665664.00000000, 7345.33294513 
  0.00000024, 2292991766503038976.00000000, 5192.48281110 
  0.00000025, 2228757768834673664.00000000, 2480.12036465 
  0.00000026, 2169182234644775936.00000000, 113.73922961 
  0.00000027, 2113909986505266432.00000000, 1013.11978216 
  0.00000028, 2062622933126812928.00000000,  15.10855428 
  0.00000029, 2015035755294205952.00000000, 1774.33189928 
  0.00000030, 1970892181888582912.00000000, 4412.60934696 
  0.00000031, 1929961767705480192.00000000, 1278.65786439 
  0.00000032, 1892037099069255680.00000000, 176.75931785 
  0.00000033, 1856931365245994240.00000000, 1498.18879368 
  0.00000034, 1824476243650587904.00000000, 1128.02866185 
  0.00000035, 1794520055141671168.00000000, 501.72887212 
  0.00000036, 1766926152589559808.00000000, 4728.77592706 
  0.00000037, 1741571511636092672.00000000, 7718.19471761 
  0.00000038, 1718345497349169664.00000000, 906.22923886 
  0.00000039, 1697148784479375104.00000000, 1602.50067412 
  0.00000040, 1677892412390689280.00000000, 1745.31821373 
  0.00000041, 1660496958575497728.00000000, 655.24575374 
  0.00000042, 1644891817068594432.00000000, 7377.90149711 
  0.00000043, 1631014570121270016.00000000, 5069.98303136 
  0.00000044, 1618810443247308288.00000000, 180.60983578 
  0.00000045, 1608231835258917376.00000000, 2132.58907781 
  0.00000046, 1599237916214882304.00000000, 1607.09697236 
  0.00000047, 1591794287341102080.00000000, 259.63030390 
  0.00000048, 1585872697984887040.00000000, 4966.07355213 
  0.00000049, 1581450815554274816.00000000, 4664.83807277 
  0.00000050, 1578512045193864704.00000000, 109.67728124 
  0.00000051, 1577045396678112000.00000000, 1602.89291036 
  0.00000052, 1577045396678112000.00000000, 1602.89336946 
  0.00000053, 1578512045193864960.00000000, 109.67703722 
  0.00000054, 1581450815554274816.00000000, 4664.83741678 
  0.00000055, 1585872697984887040.00000000, 4966.07460311 
  0.00000056, 1591794287341102080.00000000, 259.63069237 
  0.00000057, 1599237916214881792.00000000, 1607.09582908 
  0.00000058, 1608231835258917120.00000000, 2132.58878195 
  0.00000059, 1618810443247307520.00000000, 180.60954550 
  0.00000060, 1631014570121268736.00000000, 5069.98089308 
  0.00000061, 1644891817068593664.00000000, 7377.89995519 
  0.00000062, 1660496958575497728.00000000, 655.24609991 
  0.00000063, 1677892412390689280.00000000, 1745.31696984 
  0.00000064, 1697148784479375104.00000000, 1602.50015169 
  0.00000065, 1718345497349169664.00000000, 906.22870873 
  0.00000066, 1741571511636091904.00000000, 7718.19230531 
  0.00000067, 1766926152589559040.00000000, 4728.77534181 
  0.00000068, 1794520055141670400.00000000, 501.72916170 
  0.00000069, 1824476243650587904.00000000, 1128.02791905 
  0.00000070, 1856931365245995008.00000000, 1498.18843177 
  0.00000071, 1892037099069255680.00000000, 176.75942638 
  0.00000072, 1929961767705480192.00000000, 1278.65723344 
  0.00000073, 1970892181888582912.00000000, 4412.60898672 
  0.00000074, 2015035755294205952.00000000, 1774.33248066 
  0.00000075, 2062622933126812928.00000000,  15.10849276 
  0.00000076, 2113909986505266432.00000000, 1013.11971125 
  0.00000077, 2169182234644776704.00000000, 113.73936429 
  0.00000078, 2228757768834675200.00000000, 2480.11985501 
  0.00000079, 2292991766503044608.00000000, 5192.48301599 
  0.00000080, 2362281500351671296.00000000, 7345.33532516 
  0.00000081, 2437072166238874624.00000000, 428.90932972 
  0.00000082, 2517863672492978688.00000000, 1695.40272764 
  0.00000083, 2605218547908192256.00000000, 1267.58091465 
  0.00000084, 2699771124059140096.00000000,  63.52323591 
  0.00000085, 2802238102267016192.00000000, 4352.10116343 
  0.00000086, 2913430463928182784.00000000, 4599.69760975 
  0.00000087, 3034266284407069696.00000000,  96.15163608 
  0.00000088, 3165783052242477568.00000000, 1743.25495395 
  0.00000089, 3309145882650815488.00000000,  20.55353756 
  0.00000090, 3465643010471545344.00000000, 4574.54530184 
  0.00000091, 3636648756859442688.00000000, 4773.77761999 
  0.00000092, 3823509297340463104.00000000,  44.07628003 
  0.00000093, 4027251573429710336.00000000, 1996.00153879 
  0.00000094, 4247894841105604608.00000000, 3251.47740769 
  0.00000095, 4482881680191644160.00000000, 1153.36877841 
  0.00000096, 4723587760795497472.00000000, 11495.93929489 
  0.00000097, 4947748974061015040.00000000, 3815.40106587 
  0.00000098, 5103687713046409216.00000000, 783.89281262 
  0.00000099, 5080235476693934080.00000000, 3226.51067390 
  0.00000100, 4661861424911739904.00000000,   4.19346589 
  0.00000101, 3519361874818353664.00000000, 3707.31897021 
  0.00000102, 1508631064366548736.00000000, 3943.09978387 
  0.00000103,   0.00000000,   0.00000000 
Surface Bias =   0.57272280, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000000,   0.00000000,   0.00000000 
  0.00000001, 395520974530110912.00000000,   0.04177122 
  0.00000002, 1394215035216104960.00000000,   0.17680235 
  0.00000003, 2675441926923957760.00000000,   0.42518887 
  0.00000004, 3972602258893776896.00000000,   0.80999149 
  0.00000005, 5115255852087857152.00000000,   1.35283552 
  0.00000006, 6020231846551670784.00000000,   2.06975940 
  0.00000007, 6666899030156255232.00000000,   2.96727056 
  0.00000008, 7072428634383960064.00000000,   4.03902748 
  0.00000009, 7272695729268495360.00000000,   5.26370012 
  0.00000010, 7309594726575300608.00000000,   6.60451121 
  0.00000011, 7223643867814061056.00000000,   8.01076580 
  0.00000012, 7050322722164306944.00000000,   9.42137482 
  0.00000013, 6818766732097913856.00000000,  10.77003419 
  0.00000014, 6551798566353957888.00000000,  11.99140847 
  0.00000015, 6266618106902137856.00000000,  13.02746194 
  0.00000016, 5975738630631390208.00000000,  13.83303097 
  0.00000017, 5687940529605791744.00000000,  14.37985511 
  0.00000018, 5409130833724414976.00000000,  14.65855341 
  0.00000019, 5143065841187333120.00000000,  14.67838788 
  0.00000020, 4891931702204777472.00000000,  14.46501872 
  0.00000021, 4656795966349292544.00000000,  14.05675237 
  0.00000022, 4437950098841771008.00000000,  13.49995960 
  0.00000023, 4235163994825317376.00000000,  12.84437699 
  0.00000024, 4047871686165740544.00000000,  12.13891320 
  0.00000025, 3875304501648164864.00000000,  11.42840057 
  0.00000026, 3716584834826030080.00000000,  10.75151211 
  0.00000027, 3570790832515393024.00000000,  10.13985362 
  0.00000028, 3436999908220909056.00000000,   9.61807436 
  0.00000029, 3314317035060630016.00000000,   9.20473681 
  0.00000030, 3201892242642365440.00000000,   8.91364589 
  0.00000031, 3098930567680755712.00000000,   8.75534785 
  0.00000032, 3004696821047176192.00000000,   8.73855090 
  0.00000033, 2918516872511585792.00000000,   8.87127445 
  0.00000034, 2839776666333147648.00000000,   9.16158809 
  0.00000035, 2767919823808282624.00000000,   9.61784856 
  0.00000036, 2702444429745189376.00000000,  10.24838373 
  0.00000037, 2642899413154185216.00000000,  11.06061152 
  0.00000038, 2588880798979722240.00000000,  12.05962694 
  0.00000039, 2540028013066148864.00000000,  13.24634684 
  0.00000040, 2496020356085301248.00000000,  14.61537080 
  0.00000041, 2456573716016672768.00000000,  16.15279233 
  0.00000042, 2421437557223028736.00000000,  17.83426404 
  0.00000043, 2390392203031009792.00000000,  19.62366631 
  0.00000044, 2363246414982786048.00000000,  21.47273099 
  0.00000045, 2339835263390340608.00000000,  23.32191404 
  0.00000046, 2320018278933136896.00000000,  25.10268756 
  0.00000047, 2303677872675025664.00000000,  26.74123939 
  0.00000048, 2290718011244157952.00000000,  28.16335111 
  0.00000049, 2281063134461502720.00000000,  29.30000914 
  0.00000050, 2274657304028715008.00000000,  30.09313289 
  0.00000051, 2271463573724444416.00000000,  30.50071789 
  0.00000052, 2271463573724445440.00000000,  30.50071789 
  0.00000053, 2274657304028715008.00000000,  30.09313289 
  0.00000054, 2281063134461503488.00000000,  29.30000914 
  0.00000055, 2290718011244158720.00000000,  28.16335111 
  0.00000056, 2303677872675025664.00000000,  26.74123939 
  0.00000057, 2320018278933136896.00000000,  25.10268756 
  0.00000058, 2339835263390340608.00000000,  23.32191404 
  0.00000059, 2363246414982787072.00000000,  21.47273099 
  0.00000060, 2390392203031009792.00000000,  19.62366631 
  0.00000061, 2421437557223028736.00000000,  17.83426404 
  0.00000062, 2456573716016673792.00000000,  16.15279233 
  0.00000063, 2496020356085301248.00000000,  14.61537080 
  0.00000064, 2540028013066148864.00000000,  13.24634684 
  0.00000065, 2588880798979722240.00000000,  12.05962694 
  0.00000066, 2642899413154185216.00000000,  11.06061152 
  0.00000067, 2702444429745188864.00000000,  10.24838373 
  0.00000068, 2767919823808282624.00000000,   9.61784856 
  0.00000069, 2839776666333146112.00000000,   9.16158809 
  0.00000070, 2918516872511585792.00000000,   8.87127445 
  0.00000071, 3004696821047176192.00000000,   8.73855090 
  0.00000072, 3098930567680754688.00000000,   8.75534785 
  0.00000073, 3201892242642364416.00000000,   8.91364589 
  0.00000074, 3314317035060628480.00000000,   9.20473681 
  0.00000075, 3436999908220908032.00000000,   9.61807436 
  0.00000076, 3570790832515391488.00000000,  10.13985362 
  0.00000077, 3716584834826028544.00000000,  10.75151211 
  0.00000078, 3875304501648162816.00000000,  11.42840057 
  0.00000079, 4047871686165739008.00000000,  12.13891320 
  0.00000080, 4235163994825316864.00000000,  12.84437699 
  0.00000081, 4437950098841769472.00000000,  13.49995960 
  0.00000082, 4656795966349290496.00000000,  14.05675237 
  0.00000083, 4891931702204775424.00000000,  14.46501872 
  0.00000084, 5143065841187332096.00000000,  14.67838788 
  0.00000085, 5409130833724413952.00000000,  14.65855341 
  0.00000086, 5687940529605790720.00000000,  14.37985511 
  0.00000087, 5975738630631388160.00000000,  13.83303097 
  0.00000088, 6266618106902136832.00000000,  13.02746194 
  0.00000089, 6551798566353954816.00000000,  11.99140847 
  0.00000090, 6818766732097910784.00000000,  10.77003419 
  0.00000091, 7050322722164303872.00000000,   9.42137482 
  0.00000092, 7223643867814055936.00000000,   8.01076580 
  0.00000093, 7309594726575300608.00000000,   6.60451121 
  0.00000094, 7272695729268492288.00000000,   5.26370012 
  0.00000095, 7072428634383953920.00000000,   4.03902748 
  0.00000096, 6666899030156255232.00000000,   2.96727056 
  0.00000097, 6020231846551661568.00000000,   2.06975940 
  0.00000098, 5115255852087846912.00000000,   1.35283552 
  0.00000099, 3972602258893771264.00000000,   0.80999149 
  0.00000100, 2675441926923958784.00000000,   0.42518887 
  0.00000101, 1394215035216107264.00000000,   0.17680235 
  0.00000102, 395520974530110784.00000000,   0.04177122 
  0.00000103,   0.00000000,   0.00000000 
Surface Bias =   0.60115279, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000000,   0.00000000,   0.00000000 
  0.00000001, 349169248420125696.00000000,   0.01201649 
  0.00000002, 1287613128426833408.00000000,   0.04954287 
  0.00000003, 2601152528141869568.00000000,   0.11569315 
  0.00000004, 4072570098820316160.00000000,   0.21424704 
  0.00000005, 5523931356112313344.00000000,   0.34925123 
  0.00000006, 6830521147505058816.00000000,   0.52474481 
  0.00000007, 7919045094517626880.00000000,   0.74453395 
  0.00000008, 8758388394930558976.00000000,   1.01199263 
  0.00000009, 9348128038177585152.00000000,   1.32988157 
  0.00000010, 9707691967935449088.00000000,   1.70018413 
  0.00000011, 9867483474465339392.00000000,   2.12396160 
  0.00000012, 9862319368555669504.00000000,   2.60123143 
  0.00000013, 9727008431338270720.00000000,   3.13087375 
  0.00000014, 9493671603221747712.00000000,   3.71057096 
  0.00000015, 9190356666874284032.00000000,   4.33678551 
  0.00000016, 8840542321285108736.00000000,   5.00477942 
  0.00000017, 8463205128975224832.00000000,   5.70867802 
  0.00000018, 8073206892451948544.00000000,   6.44157804 
  0.00000019, 7681834436574306304.00000000,   7.19569839 
  0.00000020, 7297383020909851648.00000000,   7.96256917 
  0.00000021, 6925718385215267840.00000000,   8.73325246 
  0.00000022, 6570782850505017344.00000000,   9.49858648 
  0.00000023, 6235030831796251648.00000000,  10.24944288 
  0.00000024, 5919791360526767104.00000000,  10.97698633 
  0.00000025, 5625562117676693504.00000000,  11.67292494 
  0.00000026, 5352242861530214400.00000000,  12.32974064 
  0.00000027, 5099317319310136320.00000000,  12.94088979 
  0.00000028, 4865992514602915840.00000000,  13.50096569 
  0.00000029, 4651303727408268288.00000000,  14.00581724 
  0.00000030, 4454192212230427648.00000000,  14.45262000 
  0.00000031, 4273561659441801216.00000000,  14.83989896 
  0.00000032, 4108318302009565184.00000000,  15.16750423 
  0.00000033, 3957398604830010880.00000000,  15.43654389 
  0.00000034, 3819787649522590208.00000000,  15.64927937 
  0.00000035, 3694530643493664256.00000000,  15.80899056 
  0.00000036, 3580739426746991616.00000000,  15.91981871 
  0.00000037, 3477595406668051456.00000000,  15.98659522 
  0.00000038, 3384350002043773952.00000000,  16.01466440 
  0.00000039, 3300323405984625152.00000000,  16.00970751 
  0.00000040, 3224902268142907392.00000000,  15.97757459 
  0.00000041, 3157536736825470464.00000000,  15.92412878 
  0.00000042, 3097737180630257152.00000000,  15.85510713 
  0.00000043, 3045070818445253632.00000000,  15.77599995 
  0.00000044, 2999158419123442176.00000000,  15.69194961 
  0.00000045, 2959671182431976960.00000000,  15.60766856 
  0.00000046, 2926327876703148032.00000000,  15.52737532 
  0.00000047, 2898892282681551360.00000000,  15.45474640 
  0.00000048, 2877170974816696832.00000000,  15.39288184 
  0.00000049, 2861011458736281600.00000000,  15.34428166 
  0.00000050, 2850300675353520640.00000000,  15.31083071 
  0.00000051, 2844963876861728256.00000000,  15.29378955 
  0.00000052, 2844963876861728256.00000000,  15.29378955 
  0.00000053, 2850300675353520640.00000000,  15.31083071 
  0.00000054, 2861011458736281600.00000000,  15.34428166 
  0.00000055, 2877170974816697344.00000000,  15.39288184 
  0.00000056, 2898892282681552384.00000000,  15.45474640 
  0.00000057, 2926327876703149056.00000000,  15.52737532 
  0.00000058, 2959671182431977984.00000000,  15.60766856 
  0.00000059, 2999158419123443200.00000000,  15.69194961 
  0.00000060, 3045070818445254656.00000000,  15.77599995 
  0.00000061, 3097737180630258688.00000000,  15.85510713 
  0.00000062, 3157536736825470464.00000000,  15.92412878 
  0.00000063, 3224902268142907392.00000000,  15.97757459 
  0.00000064, 3300323405984626176.00000000,  16.00970751 
  0.00000065, 3384350002043773952.00000000,  16.01466440 
  0.00000066, 3477595406668051456.00000000,  15.98659522 
  0.00000067, 3580739426746990592.00000000,  15.91981871 
  0.00000068, 3694530643493663744.00000000,  15.80899056 
  0.00000069, 3819787649522588672.00000000,  15.64927937 
  0.00000070, 3957398604830010368.00000000,  15.43654389 
  0.00000071, 4108318302009563648.00000000,  15.16750423 
  0.00000072, 4273561659441800192.00000000,  14.83989896 
  0.00000073, 4454192212230425600.00000000,  14.45262000 
  0.00000074, 4651303727408264192.00000000,  14.00581724 
  0.00000075, 4865992514602913792.00000000,  13.50096569 
  0.00000076, 5099317319310134272.00000000,  12.94088979 
  0.00000077, 5352242861530210304.00000000,  12.32974064 
  0.00000078, 5625562117676690432.00000000,  11.67292494 
  0.00000079, 5919791360526764032.00000000,  10.97698633 
  0.00000080, 6235030831796250624.00000000,  10.24944288 
  0.00000081, 6570782850505014272.00000000,   9.49858648 
  0.00000082, 6925718385215264768.00000000,   8.73325246 
  0.00000083, 7297383020909845504.00000000,   7.96256917 
  0.00000084, 7681834436574303232.00000000,   7.19569839 
  0.00000085, 8073206892451946496.00000000,   6.44157804 
  0.00000086, 8463205128975221760.00000000,   5.70867802 
  0.00000087, 8840542321285102592.00000000,   5.00477942 
  0.00000088, 9190356666874276864.00000000,   4.33678551 
  0.00000089, 9493671603221741568.00000000,   3.71057096 
  0.00000090, 9727008431338264576.00000000,   3.13087375 
  0.00000091, 9862319368555657216.00000000,   2.60123143 
  0.00000092, 9867483474465335296.00000000,   2.12396160 
  0.00000093, 9707691967935442944.00000000,   1.70018413 
  0.00000094, 9348128038177574912.00000000,   1.32988157 
  0.00000095, 8758388394930548736.00000000,   1.01199263 
  0.00000096, 7919045094517619712.00000000,   0.74453395 
  0.00000097, 6830521147505040384.00000000,   0.52474481 
  0.00000098, 5523931356112296960.00000000,   0.34925123 
  0.00000099, 4072570098820305408.00000000,   0.21424704 
  0.00000100, 2601152528141866496.00000000,   0.11569315 
  0.00000101, 1287613128426832896.00000000,   0.04954287 
  0.00000102, 349169248420125248.00000000,   0.01201649 
  0.00000103,   0.00000000,   0.00000000 
Surface Bias =   0.62626268, 	, 	 
Distance along fin(cm), Electron Density(per cm3), Hole Density(per cm3)
  0.00000000,   0.00000000,   0.00000000 
  0.00000001, 376906331110118784.00000000,   0.01045553 
  0.00000002, 1411262267089710336.00000000,   0.04253905 
  0.00000003, 2902492348470937088.00000000,   0.09759320 
  0.00000004, 4631431489489297408.00000000,   0.17700394 
  0.00000005, 6402878980776760320.00000000,   0.28199841 
  0.00000006, 8065462119989916672.00000000,   0.41354869 
  0.00000007, 9516642382750388224.00000000,   0.57233117 
  0.00000008, 10698826319209859072.00000000,   0.75872037 
  0.00000009, 11591054893085779968.00000000,   0.97280450 
  0.00000010, 12199339240386256896.00000000,   1.21441395 
  0.00000011, 12547511015948810240.00000000,   1.48315596 
  0.00000012, 12669540107317747712.00000000,   1.77845075 
  0.00000013, 12603645727327211520.00000000,   2.09956553 
  0.00000014, 12388146186692947968.00000000,   2.44564438 
  0.00000015, 12058797056094582784.00000000,   2.81573278 
  0.00000016, 11647296651352879104.00000000,   3.20879621 
  0.00000017, 11180641845596082176.00000000,   3.62373322 
  0.00000018, 10681059506847789056.00000000,   4.05938318 
  0.00000019, 10166295254118324224.00000000,   4.51452954 
  0.00000020, 9650097541053345792.00000000,   4.98789935 
  0.00000021, 9142784186963554304.00000000,   5.47815994 
  0.00000022, 8651817770405725184.00000000,   5.98391347 
  0.00000023, 8182345758980679680.00000000,   6.50369016 
  0.00000024, 7737682119985622016.00000000,   7.03594096 
  0.00000025, 7319721141725002752.00000000,   7.57903027 
  0.00000026, 6929282992771248128.00000000,   8.13122920 
  0.00000027, 6566395633588610048.00000000,   8.69070996 
  0.00000028, 6230520254545684480.00000000,   9.25554182 
  0.00000029, 5920728338782002176.00000000,   9.82368893 
  0.00000030, 5635838379078584320.00000000,  10.39301035 
  0.00000031, 5374519656158411776.00000000,  10.96126250 
  0.00000032, 5135369602308670464.00000000,  11.52610429 
  0.00000033, 4916970310894942208.00000000,  12.08510492 
  0.00000034, 4717928816092592128.00000000,  12.63575448 
  0.00000035, 4536904914801836032.00000000,  13.17547732 
  0.00000036, 4372629559077125120.00000000,  13.70164807 
  0.00000037, 4223916217908155392.00000000,  14.21161018 
  0.00000038, 4089667086268939264.00000000,  14.70269675 
  0.00000039, 3968875595896814080.00000000,  15.17225339 
  0.00000040, 3860626343020284928.00000000,  15.61766266 
  0.00000041, 3764093279814215168.00000000,  16.03636989 
  0.00000042, 3678536806242024448.00000000,  16.42590969 
  0.00000043, 3603300236103514624.00000000,  16.78393284 
  0.00000044, 3537805986097013760.00000000,  17.10823298 
  0.00000045, 3481551741640344064.00000000,  17.39677260 
  0.00000046, 3434106781611738112.00000000,  17.64770775 
  0.00000047, 3395108590841843200.00000000,  17.85941101 
  0.00000048, 3364259849927349760.00000000,  18.03049223 
  0.00000049, 3341325863421232128.00000000,  18.15981651 
  0.00000050, 3326132467051928576.00000000,  18.24651917 
  0.00000051, 3318564440249662976.00000000,  18.29001724 
  0.00000052, 3318564440249662976.00000000,  18.29001724 
  0.00000053, 3326132467051927552.00000000,  18.24651917 
  0.00000054, 3341325863421231616.00000000,  18.15981651 
  0.00000055, 3364259849927348736.00000000,  18.03049223 
  0.00000056, 3395108590841841152.00000000,  17.85941101 
  0.00000057, 3434106781611736064.00000000,  17.64770775 
  0.00000058, 3481551741640340480.00000000,  17.39677260 
  0.00000059, 3537805986097010688.00000000,  17.10823298 
  0.00000060, 3603300236103512064.00000000,  16.78393284 
  0.00000061, 3678536806242020864.00000000,  16.42590969 
  0.00000062, 3764093279814211072.00000000,  16.03636989 
  0.00000063, 3860626343020280832.00000000,  15.61766266 
  0.00000064, 3968875595896808448.00000000,  15.17225339 
  0.00000065, 4089667086268934656.00000000,  14.70269675 
  0.00000066, 4223916217908149760.00000000,  14.21161018 
  0.00000067, 4372629559077117952.00000000,  13.70164807 
  0.00000068, 4536904914801827328.00000000,  13.17547732 
  0.00000069, 4717928816092581888.00000000,  12.63575448 
  0.00000070, 4916970310894931968.00000000,  12.08510492 
  0.00000071, 5135369602308656128.00000000,  11.52610429 
  0.00000072, 5374519656158397440.00000000,  10.96126250 
  0.00000073, 5635838379078566912.00000000,  10.39301035 
